classification,.geo
12,"{""type"":""Point"",""coordinates"":[-100.31591682746598,20.10700988996172]}"
12,"{""type"":""Point"",""coordinates"":[-103.49214870786207,21.303603007910805]}"
12,"{""type"":""Point"",""coordinates"":[-100.12865981022544,17.52922070133423]}"
12,"{""type"":""Point"",""coordinates"":[-105.22362027011158,23.567050821033657]}"
12,"{""type"":""Point"",""coordinates"":[-105.04612910667458,24.371312567801773]}"
12,"{""type"":""Point"",""coordinates"":[-71.36868856842604,18.724619394488265]}"
12,"{""type"":""Point"",""coordinates"":[-105.96996151144229,25.680584829465122]}"
12,"{""type"":""Point"",""coordinates"":[-99.73596941949005,19.6549658578092]}"
12,"{""type"":""Point"",""coordinates"":[-91.2093313513333,15.306145965233501]}"
12,"{""type"":""Point"",""coordinates"":[-107.28541919444869,26.40521500955733]}"
12,"{""type"":""Point"",""coordinates"":[-97.30291199500654,17.01018918639765]}"
12,"{""type"":""Point"",""coordinates"":[-106.03725061083341,26.502528492247727]}"
12,"{""type"":""Point"",""coordinates"":[-103.10223518321305,22.1725378218202]}"
12,"{""type"":""Point"",""coordinates"":[-104.43798500836157,23.05185496006478]}"
12,"{""type"":""Point"",""coordinates"":[-99.27259970458789,19.480037710697705]}"
12,"{""type"":""Point"",""coordinates"":[-89.01576158104153,14.338776555741351]}"
12,"{""type"":""Point"",""coordinates"":[-97.09578628914053,18.544219405966732]}"
12,"{""type"":""Point"",""coordinates"":[-96.36291495783203,17.196318549958225]}"
12,"{""type"":""Point"",""coordinates"":[-100.3781896837065,19.600051984673676]}"
12,"{""type"":""Point"",""coordinates"":[-107.22874155054744,26.569926118611363]}"
12,"{""type"":""Point"",""coordinates"":[-107.62805104796084,29.158835704181865]}"
12,"{""type"":""Point"",""coordinates"":[-88.98889630658975,14.7078967185867]}"
12,"{""type"":""Point"",""coordinates"":[-96.80570515519346,17.84049274652178]}"
12,"{""type"":""Point"",""coordinates"":[-104.33157791850158,23.067036835964775]}"
12,"{""type"":""Point"",""coordinates"":[-92.0963704460151,16.303732231324414]}"
12,"{""type"":""Point"",""coordinates"":[-100.90866202794908,19.680709146312058]}"
12,"{""type"":""Point"",""coordinates"":[-97.06008672608714,18.264917105774632]}"
12,"{""type"":""Point"",""coordinates"":[-91.48485892374678,15.35831526467491]}"
12,"{""type"":""Point"",""coordinates"":[-106.10923301968907,24.61980750977981]}"
