classification,.geo
15,"{""type"":""Point"",""coordinates"":[-128.22353258414395,50.64695557583859]}"
15,"{""type"":""Point"",""coordinates"":[-70.04922104991205,9.636435365657574]}"
15,"{""type"":""Point"",""coordinates"":[-77.20648738504362,0.8027105024676903]}"
15,"{""type"":""Point"",""coordinates"":[-127.37615766519308,50.45614228994999]}"
15,"{""type"":""Point"",""coordinates"":[-70.74855275058678,18.93031155907223]}"
15,"{""type"":""Point"",""coordinates"":[-72.91500808533765,6.796496997320738]}"
15,"{""type"":""Point"",""coordinates"":[-75.33876830225567,6.652763596856045]}"
15,"{""type"":""Point"",""coordinates"":[-128.68383552934162,52.90287057458446]}"
15,"{""type"":""Point"",""coordinates"":[-76.04101057252397,5.697722189687525]}"
15,"{""type"":""Point"",""coordinates"":[-77.18323460415972,1.0248331036477858]}"
15,"{""type"":""Point"",""coordinates"":[-126.30423052448786,49.55067718446434]}"
15,"{""type"":""Point"",""coordinates"":[-77.649213883897,1.1362358221635493]}"
15,"{""type"":""Point"",""coordinates"":[-76.39911634272384,2.480925198023133]}"
15,"{""type"":""Point"",""coordinates"":[-105.82346656518794,32.8837479816708]}"
15,"{""type"":""Point"",""coordinates"":[-75.89045343049828,4.11149517751155]}"
15,"{""type"":""Point"",""coordinates"":[-77.79908994828885,1.1768703913037355]}"
15,"{""type"":""Point"",""coordinates"":[-76.53770727542086,3.932316868695067]}"
15,"{""type"":""Point"",""coordinates"":[-155.2027540207683,19.783972091969055]}"
15,"{""type"":""Point"",""coordinates"":[-72.62552394080986,7.321844171076441]}"
15,"{""type"":""Point"",""coordinates"":[-76.65076010777392,1.9556472745843563]}"
15,"{""type"":""Point"",""coordinates"":[-74.09884582521255,5.149518572541263]}"
15,"{""type"":""Point"",""coordinates"":[-126.13721283533036,49.50983045942629]}"
15,"{""type"":""Point"",""coordinates"":[-76.34688295577917,2.8840983907545734]}"
15,"{""type"":""Point"",""coordinates"":[-70.6265143247232,18.802903802552198]}"
15,"{""type"":""Point"",""coordinates"":[-75.45749210461594,4.47051996910732]}"
15,"{""type"":""Point"",""coordinates"":[-74.8423172899848,3.2588744020980127]}"
15,"{""type"":""Point"",""coordinates"":[-124.46472690357844,48.200990260867506]}"
15,"{""type"":""Point"",""coordinates"":[-73.81868610396295,5.883930998096355]}"
15,"{""type"":""Point"",""coordinates"":[-76.12455721875423,7.114502401247737]}"
15,"{""type"":""Point"",""coordinates"":[-123.84629405141159,49.707568194528214]}"
15,"{""type"":""Point"",""coordinates"":[-123.81432521043772,45.65678081836346]}"
15,"{""type"":""Point"",""coordinates"":[-73.20536211356796,7.971063719953082]}"
15,"{""type"":""Point"",""coordinates"":[-74.17089428223981,4.633706203138914]}"
15,"{""type"":""Point"",""coordinates"":[-131.78888105232733,53.0094031196357]}"
15,"{""type"":""Point"",""coordinates"":[-126.2099327412215,49.54567565587218]}"
15,"{""type"":""Point"",""coordinates"":[-70.85472841307562,18.979272061373724]}"
15,"{""type"":""Point"",""coordinates"":[-90.27355812969955,15.526656265914285]}"
15,"{""type"":""Point"",""coordinates"":[-75.94258349328378,6.319666694097861]}"
15,"{""type"":""Point"",""coordinates"":[-123.91994013581153,47.19771590069171]}"
15,"{""type"":""Point"",""coordinates"":[-77.38045086452416,1.291313572849929]}"
15,"{""type"":""Point"",""coordinates"":[-122.63199315223746,49.265842092107945]}"
15,"{""type"":""Point"",""coordinates"":[-125.14809636564945,49.426498497848144]}"
15,"{""type"":""Point"",""coordinates"":[-70.93828774243906,9.082918400425525]}"
15,"{""type"":""Point"",""coordinates"":[-155.44858253491248,19.380174274105528]}"
15,"{""type"":""Point"",""coordinates"":[-71.19489901191231,8.322008245365861]}"
15,"{""type"":""Point"",""coordinates"":[-74.50776744441836,3.5059468195747985]}"
15,"{""type"":""Point"",""coordinates"":[-127.8754065383855,50.603986269863825]}"
15,"{""type"":""Point"",""coordinates"":[-123.80002388057959,47.82786522742]}"
15,"{""type"":""Point"",""coordinates"":[-92.42647182785988,17.134350439053264]}"
