classification,.geo
17,"{""type"":""Point"",""coordinates"":[-116.84750768122063,44.84120818634245]}"
17,"{""type"":""Point"",""coordinates"":[-116.15909737782334,43.87739398552616]}"
17,"{""type"":""Point"",""coordinates"":[-111.9547807247871,41.26348939160478]}"
17,"{""type"":""Point"",""coordinates"":[-120.35325759097563,46.26842920428349]}"
17,"{""type"":""Point"",""coordinates"":[-116.57655237234859,44.183732381828484]}"
17,"{""type"":""Point"",""coordinates"":[-115.97945553464113,43.55220488895952]}"
17,"{""type"":""Point"",""coordinates"":[-116.84982062776983,44.44895318144153]}"
17,"{""type"":""Point"",""coordinates"":[-116.61577439882319,44.386627751167794]}"
17,"{""type"":""Point"",""coordinates"":[-116.50458521894583,44.587947545456586]}"
17,"{""type"":""Point"",""coordinates"":[-116.63051729489757,46.4963358677259]}"
17,"{""type"":""Point"",""coordinates"":[-116.58558704033891,44.198568700117676]}"
17,"{""type"":""Point"",""coordinates"":[-116.40499594080572,44.5782023312687]}"
17,"{""type"":""Point"",""coordinates"":[-116.65100360986611,44.55599815616873]}"
17,"{""type"":""Point"",""coordinates"":[-111.84341235036167,40.822431815537335]}"
17,"{""type"":""Point"",""coordinates"":[-117.00649615867216,44.9177254800391]}"
17,"{""type"":""Point"",""coordinates"":[-116.65198313705804,44.38411790760982]}"
17,"{""type"":""Point"",""coordinates"":[-116.65853073264343,44.54016813239464]}"
17,"{""type"":""Point"",""coordinates"":[-116.6785926752631,44.633443879501975]}"
17,"{""type"":""Point"",""coordinates"":[-116.81081184452628,44.928662187555744]}"
17,"{""type"":""Point"",""coordinates"":[-116.6067722223468,44.38639986930429]}"
17,"{""type"":""Point"",""coordinates"":[-116.29973261359567,43.81120604650388]}"
17,"{""type"":""Point"",""coordinates"":[-116.32485648591737,44.112447222303516]}"
17,"{""type"":""Point"",""coordinates"":[-115.94124712761467,43.62075068030988]}"
17,"{""type"":""Point"",""coordinates"":[-116.69395960856657,44.63912659006611]}"
17,"{""type"":""Point"",""coordinates"":[-116.15669092938052,43.88753707765828]}"
17,"{""type"":""Point"",""coordinates"":[-120.15885509720475,40.13394714920354]}"
17,"{""type"":""Point"",""coordinates"":[-120.10182574749818,40.201748815758144]}"
17,"{""type"":""Point"",""coordinates"":[-116.61681936775506,44.490860143307444]}"
17,"{""type"":""Point"",""coordinates"":[-116.154046906034,43.94589161526977]}"
17,"{""type"":""Point"",""coordinates"":[-120.12438422100335,40.18389100342688]}"
17,"{""type"":""Point"",""coordinates"":[-116.31179925928808,44.272373940311965]}"
17,"{""type"":""Point"",""coordinates"":[-116.56589148053219,44.364555219309814]}"
17,"{""type"":""Point"",""coordinates"":[-116.58577278368391,44.3718461641138]}"
17,"{""type"":""Point"",""coordinates"":[-116.42925720632591,44.74618680967693]}"
17,"{""type"":""Point"",""coordinates"":[-116.19462215113424,43.718470588656274]}"
17,"{""type"":""Point"",""coordinates"":[-120.00301043637867,40.299120729460455]}"
17,"{""type"":""Point"",""coordinates"":[-116.64726048256345,44.58403307058943]}"
17,"{""type"":""Point"",""coordinates"":[-120.24320210197911,40.25364966045096]}"
17,"{""type"":""Point"",""coordinates"":[-116.54102551856428,44.17056617392713]}"
17,"{""type"":""Point"",""coordinates"":[-111.75824086277692,41.262070024604064]}"
17,"{""type"":""Point"",""coordinates"":[-112.02783652964303,41.108222917073526]}"
17,"{""type"":""Point"",""coordinates"":[-119.64379627146873,38.950986542789956]}"
17,"{""type"":""Point"",""coordinates"":[-116.4543184889206,44.51864517419851]}"
17,"{""type"":""Point"",""coordinates"":[-116.20953438480497,43.93566517105109]}"
17,"{""type"":""Point"",""coordinates"":[-116.62424217393523,44.296791433818605]}"
17,"{""type"":""Point"",""coordinates"":[-116.19963356444812,43.859199341639474]}"
17,"{""type"":""Point"",""coordinates"":[-116.2203770872911,43.9397501799032]}"
17,"{""type"":""Point"",""coordinates"":[-120.26443233239198,40.40001095965431]}"
17,"{""type"":""Point"",""coordinates"":[-115.8158305048456,43.61662392855572]}"
17,"{""type"":""Point"",""coordinates"":[-111.90352304001173,41.01025166467324]}"
17,"{""type"":""Point"",""coordinates"":[-111.95543041041034,41.32273014119775]}"
17,"{""type"":""Point"",""coordinates"":[-116.39565421973678,44.549620668398916]}"
17,"{""type"":""Point"",""coordinates"":[-119.66204719167973,38.96272183614603]}"
17,"{""type"":""Point"",""coordinates"":[-116.8032485602157,44.388341420775]}"
17,"{""type"":""Point"",""coordinates"":[-116.45130008907022,43.997197958605405]}"
17,"{""type"":""Point"",""coordinates"":[-116.30817749365922,44.15739440421279]}"
17,"{""type"":""Point"",""coordinates"":[-116.49521126915609,44.293597361280696]}"
17,"{""type"":""Point"",""coordinates"":[-120.07875701342832,40.23808745905426]}"
17,"{""type"":""Point"",""coordinates"":[-116.27298819195401,43.97131367440146]}"
17,"{""type"":""Point"",""coordinates"":[-120.38902184358406,47.48083377362845]}"
17,"{""type"":""Point"",""coordinates"":[-120.09519688412725,40.130597990693154]}"
17,"{""type"":""Point"",""coordinates"":[-111.94652615657009,41.24646666271738]}"
17,"{""type"":""Point"",""coordinates"":[-116.31588809783958,44.24769209550605]}"
17,"{""type"":""Point"",""coordinates"":[-116.82212008896711,44.95251977544702]}"
17,"{""type"":""Point"",""coordinates"":[-116.52900337155319,44.520774937315196]}"
17,"{""type"":""Point"",""coordinates"":[-120.08515180497538,40.219719672769344]}"
17,"{""type"":""Point"",""coordinates"":[-116.51716903230697,44.518544732069046]}"
17,"{""type"":""Point"",""coordinates"":[-116.17833356690848,44.009473913118576]}"
17,"{""type"":""Point"",""coordinates"":[-111.92760185373808,41.1179943987147]}"
17,"{""type"":""Point"",""coordinates"":[-111.74828563644496,41.1282258598345]}"
17,"{""type"":""Point"",""coordinates"":[-116.53536616558357,44.50893513192043]}"
17,"{""type"":""Point"",""coordinates"":[-116.40257139608188,44.63121812258924]}"
17,"{""type"":""Point"",""coordinates"":[-116.27131509939917,44.03330093229106]}"
17,"{""type"":""Point"",""coordinates"":[-120.30115411881242,46.13490144718304]}"
17,"{""type"":""Point"",""coordinates"":[-111.91052518867751,41.028292392738386]}"
17,"{""type"":""Point"",""coordinates"":[-119.63419691240846,38.98615719797459]}"
17,"{""type"":""Point"",""coordinates"":[-116.73159245615793,44.555902120079296]}"
17,"{""type"":""Point"",""coordinates"":[-116.71126861440769,44.32290191495291]}"
17,"{""type"":""Point"",""coordinates"":[-112.01316541976135,41.13065636669077]}"
17,"{""type"":""Point"",""coordinates"":[-116.45979459162295,44.486973845478026]}"
17,"{""type"":""Point"",""coordinates"":[-116.35646431304022,44.04343849732038]}"
17,"{""type"":""Point"",""coordinates"":[-111.82073688539317,40.78889465972301]}"
17,"{""type"":""Point"",""coordinates"":[-116.69972102151257,46.55768360655987]}"
17,"{""type"":""Point"",""coordinates"":[-120.05669487186799,40.3099732378328]}"
17,"{""type"":""Point"",""coordinates"":[-111.96373958985964,41.1028821614752]}"
17,"{""type"":""Point"",""coordinates"":[-116.8160167198565,44.86246957738399]}"
17,"{""type"":""Point"",""coordinates"":[-116.94499514726374,44.89940533200519]}"
17,"{""type"":""Point"",""coordinates"":[-119.9979929860796,40.329238309310306]}"
17,"{""type"":""Point"",""coordinates"":[-120.67141613992173,46.32121963409645]}"
17,"{""type"":""Point"",""coordinates"":[-111.88393838013056,40.99933214854723]}"
17,"{""type"":""Point"",""coordinates"":[-112.03506713375207,41.441768401898265]}"
17,"{""type"":""Point"",""coordinates"":[-120.38374888583904,47.49106373836052]}"
17,"{""type"":""Point"",""coordinates"":[-116.47494318604454,44.80722593453345]}"
17,"{""type"":""Point"",""coordinates"":[-116.62188736193417,44.31335940524661]}"
17,"{""type"":""Point"",""coordinates"":[-116.35805898958266,44.491819563608495]}"
17,"{""type"":""Point"",""coordinates"":[-116.6451684650565,44.63847682996583]}"
17,"{""type"":""Point"",""coordinates"":[-116.55219621426637,44.53740094174125]}"
17,"{""type"":""Point"",""coordinates"":[-116.40871143984583,44.5135630320507]}"
17,"{""type"":""Point"",""coordinates"":[-111.56967848135432,40.08182941936563]}"
17,"{""type"":""Point"",""coordinates"":[-111.75060825361136,41.269938597659554]}"
17,"{""type"":""Point"",""coordinates"":[-116.51419251080203,44.33577080110384]}"
17,"{""type"":""Point"",""coordinates"":[-119.98556256206358,40.32965400175411]}"
17,"{""type"":""Point"",""coordinates"":[-111.8139310050348,40.706339890918265]}"
17,"{""type"":""Point"",""coordinates"":[-116.60078364582286,44.60330721198788]}"
17,"{""type"":""Point"",""coordinates"":[-116.47647125144613,44.11490891140738]}"
17,"{""type"":""Point"",""coordinates"":[-116.7067472964169,44.58796510403394]}"
17,"{""type"":""Point"",""coordinates"":[-116.70662672762074,46.517773775185525]}"
17,"{""type"":""Point"",""coordinates"":[-115.96622817226327,43.62476894927121]}"
17,"{""type"":""Point"",""coordinates"":[-117.002868743597,44.8512256884293]}"
17,"{""type"":""Point"",""coordinates"":[-116.14062674661092,43.6510154817088]}"
17,"{""type"":""Point"",""coordinates"":[-116.75108791205984,44.46926683436339]}"
17,"{""type"":""Point"",""coordinates"":[-117.00542538558592,44.81655711053625]}"
17,"{""type"":""Point"",""coordinates"":[-120.08746096808707,40.195966387060324]}"
17,"{""type"":""Point"",""coordinates"":[-116.72681287344004,44.54596228431419]}"
17,"{""type"":""Point"",""coordinates"":[-111.92312444401547,41.02790475053951]}"
17,"{""type"":""Point"",""coordinates"":[-120.15937781826203,40.21374355387928]}"
17,"{""type"":""Point"",""coordinates"":[-116.72086446583904,45.12501676745574]}"
17,"{""type"":""Point"",""coordinates"":[-111.86231574336459,40.869242675398574]}"
17,"{""type"":""Point"",""coordinates"":[-116.74225244579323,44.38276606967128]}"
17,"{""type"":""Point"",""coordinates"":[-116.32039516244325,43.81740933934305]}"
17,"{""type"":""Point"",""coordinates"":[-116.72748267345908,44.61670469686488]}"
17,"{""type"":""Point"",""coordinates"":[-116.6530960182492,44.3805304100843]}"
17,"{""type"":""Point"",""coordinates"":[-115.97843882325527,43.679158762911825]}"
17,"{""type"":""Point"",""coordinates"":[-116.47237592129802,44.764695445798345]}"
17,"{""type"":""Point"",""coordinates"":[-120.20391831081996,40.16123614511828]}"
17,"{""type"":""Point"",""coordinates"":[-116.50718090924855,44.25198073767316]}"
17,"{""type"":""Point"",""coordinates"":[-117.03661507948834,44.690429418823]}"
17,"{""type"":""Point"",""coordinates"":[-115.95884141371783,43.50865463462911]}"
17,"{""type"":""Point"",""coordinates"":[-120.13033488056311,40.063976497574004]}"
17,"{""type"":""Point"",""coordinates"":[-117.0080669572467,44.79986776604007]}"
17,"{""type"":""Point"",""coordinates"":[-116.83738072840367,44.364381061539035]}"
17,"{""type"":""Point"",""coordinates"":[-116.78912990365727,44.407611386407964]}"
17,"{""type"":""Point"",""coordinates"":[-117.03422306747582,44.69140257553145]}"
17,"{""type"":""Point"",""coordinates"":[-116.90259799025931,44.765707230867]}"
17,"{""type"":""Point"",""coordinates"":[-120.44276163888925,47.4838751261964]}"
17,"{""type"":""Point"",""coordinates"":[-120.13860809148645,40.14948537481189]}"
17,"{""type"":""Point"",""coordinates"":[-116.27294019833869,44.169260141770444]}"
17,"{""type"":""Point"",""coordinates"":[-120.05652945007108,40.28642380328057]}"
17,"{""type"":""Point"",""coordinates"":[-116.74215513456282,44.44676594504333]}"
17,"{""type"":""Point"",""coordinates"":[-116.74112001927749,45.124025313754146]}"
17,"{""type"":""Point"",""coordinates"":[-120.08509103579891,40.16116648254583]}"
17,"{""type"":""Point"",""coordinates"":[-116.38517898491865,44.60274902712467]}"
17,"{""type"":""Point"",""coordinates"":[-116.38017808691721,44.48414334325161]}"
17,"{""type"":""Point"",""coordinates"":[-111.70508776850504,41.039610032593586]}"
17,"{""type"":""Point"",""coordinates"":[-116.44958738650836,44.46913137039438]}"
17,"{""type"":""Point"",""coordinates"":[-112.00924872730813,41.28717508466788]}"
17,"{""type"":""Point"",""coordinates"":[-120.2820357596557,40.24365203485037]}"
17,"{""type"":""Point"",""coordinates"":[-120.20413795271409,40.16139618172006]}"
17,"{""type"":""Point"",""coordinates"":[-116.14712514237512,43.955062737701724]}"
17,"{""type"":""Point"",""coordinates"":[-116.48963190194131,44.49754646127888]}"
17,"{""type"":""Point"",""coordinates"":[-116.53207006586244,44.78944971496667]}"
17,"{""type"":""Point"",""coordinates"":[-116.69736063763523,44.54979750399761]}"
17,"{""type"":""Point"",""coordinates"":[-120.7213206933419,46.40552157587201]}"
17,"{""type"":""Point"",""coordinates"":[-120.1783426331028,40.175977215159016]}"
17,"{""type"":""Point"",""coordinates"":[-115.87808326497696,43.598836720000094]}"
17,"{""type"":""Point"",""coordinates"":[-116.73108027500514,44.52931912948677]}"
17,"{""type"":""Point"",""coordinates"":[-120.73313624000832,46.371871142058914]}"
17,"{""type"":""Point"",""coordinates"":[-120.02165821716957,40.306401122084516]}"
17,"{""type"":""Point"",""coordinates"":[-116.46141468228707,44.594498005566706]}"
17,"{""type"":""Point"",""coordinates"":[-116.42036802270114,44.13431747906545]}"
17,"{""type"":""Point"",""coordinates"":[-111.99701547187144,41.477926386407155]}"
17,"{""type"":""Point"",""coordinates"":[-120.69426575108486,46.43470674465601]}"
17,"{""type"":""Point"",""coordinates"":[-120.32124667830394,47.37093459889268]}"
17,"{""type"":""Point"",""coordinates"":[-120.16627563370014,40.13212389026877]}"
17,"{""type"":""Point"",""coordinates"":[-111.97259449159039,41.07010449740471]}"
17,"{""type"":""Point"",""coordinates"":[-120.36245576190626,47.486489923079034]}"
17,"{""type"":""Point"",""coordinates"":[-116.32915280807167,44.13120669191302]}"
17,"{""type"":""Point"",""coordinates"":[-116.74891425564473,44.908838948323314]}"
17,"{""type"":""Point"",""coordinates"":[-116.58745190054347,44.58926541984736]}"
17,"{""type"":""Point"",""coordinates"":[-112.20855729570728,40.93677749315696]}"
17,"{""type"":""Point"",""coordinates"":[-120.10228529343593,40.113224368124364]}"
17,"{""type"":""Point"",""coordinates"":[-116.10905943881329,43.62208882395496]}"
17,"{""type"":""Point"",""coordinates"":[-120.23157869095749,40.211234005740636]}"
17,"{""type"":""Point"",""coordinates"":[-116.6233342069581,44.39518527348001]}"
17,"{""type"":""Point"",""coordinates"":[-116.6632569715315,44.60993690438872]}"
17,"{""type"":""Point"",""coordinates"":[42.04883180472254,39.0865374666286]}"
17,"{""type"":""Point"",""coordinates"":[51.44613157919092,31.85146663325507]}"
17,"{""type"":""Point"",""coordinates"":[42.66999944321451,37.497745589968936]}"
17,"{""type"":""Point"",""coordinates"":[47.621295566018055,33.72505911026265]}"
17,"{""type"":""Point"",""coordinates"":[52.63018575329085,30.487557841085575]}"
17,"{""type"":""Point"",""coordinates"":[50.94347995348292,32.30962014264701]}"
17,"{""type"":""Point"",""coordinates"":[49.340208193879654,33.536687850336925]}"
17,"{""type"":""Point"",""coordinates"":[38.4313796302769,39.64692809348766]}"
17,"{""type"":""Point"",""coordinates"":[49.88880499931762,33.26050034571676]}"
17,"{""type"":""Point"",""coordinates"":[50.06044312190473,32.9018964243183]}"
17,"{""type"":""Point"",""coordinates"":[52.93165213652313,30.32365709140179]}"
17,"{""type"":""Point"",""coordinates"":[41.99679169130745,38.72786488305019]}"
17,"{""type"":""Point"",""coordinates"":[45.07652596808074,36.74120555186891]}"
17,"{""type"":""Point"",""coordinates"":[39.41711674562145,38.70815933595895]}"
17,"{""type"":""Point"",""coordinates"":[38.41896315440859,38.87403403283206]}"
17,"{""type"":""Point"",""coordinates"":[59.043066378985685,35.6725197967297]}"
17,"{""type"":""Point"",""coordinates"":[42.88754436119912,37.291669716598236]}"
17,"{""type"":""Point"",""coordinates"":[52.52366860136599,30.939844406357555]}"
17,"{""type"":""Point"",""coordinates"":[41.49393185676086,38.880001343425356]}"
17,"{""type"":""Point"",""coordinates"":[52.17054450335014,29.926489033197637]}"
17,"{""type"":""Point"",""coordinates"":[38.06668085781029,37.984401621128384]}"
17,"{""type"":""Point"",""coordinates"":[41.41442489119026,38.788576651238685]}"
17,"{""type"":""Point"",""coordinates"":[49.22578711887923,34.29199210498825]}"
17,"{""type"":""Point"",""coordinates"":[45.16033150168567,37.13847796337081]}"
