classification,.geo
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-155.55416666666667,19.804166666666674]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.44583333333334,0.4958333333333371]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.8875,48.8875]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.4375,47.704166666666666]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.7125,4.5625]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.44583333333333,43.0625]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.92083333333333,5.220833333333331]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-155.6125,19.337500000000006]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.77083333333333,4.754166666666663]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.48750000000001,45.65416666666667]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-124.50416666666666,49.19583333333333]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.90416666666667,4.720833333333331]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.99583333333334,45.104166666666664]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.12916666666666,5.57083333333334]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.84583333333333,48.079166666666666]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.62083333333334,44.954166666666666]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.14583333333334,47.62083333333334]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.1375,44.829166666666666]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-155.44583333333333,19.504166666666663]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-123.7875,44.954166666666666]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.39583333333334,43.37916666666667]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-155.5625,19.362499999999997]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.02916666666667,4.637500000000003]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-122.45416666666667,43.00416666666667]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.77916666666667,5.504166666666663]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.9625,5.487499999999997]}"
10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.04583333333333,4.5625]}"
