classification,.geo
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.6625,19.4375]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.47916666666667,15.4375]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.52916666666667,9.4375]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.25416666666666,19.295833333333334]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.1875,19.462500000000006]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.2875,19.237499999999997]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.29583333333333,19.19583333333334]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.32083333333334,19.162499999999994]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.02916666666667,19.662499999999994]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.2125,19.02916666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.00416666666666,19.237499999999997]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.44583333333334,15.512500000000003]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.79583333333333,19.079166666666666]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.17083333333333,19.454166666666666]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.02083333333333,19.254166666666663]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.12916666666666,19.52916666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.67083333333333,19.27083333333333]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.5875,19.15416666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.52083333333333,9.395833333333329]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.39583333333333,15.479166666666671]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.29583333333333,18.954166666666666]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.3125,19.237499999999997]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.70416666666667,19.254166666666663]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.60416666666667,19.22916666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.72916666666667,19.079166666666666]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.70416666666667,19.262500000000003]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3875,15.479166666666671]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.80416666666667,9.604166666666671]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.7375,19.34583333333333]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.32916666666667,19.054166666666674]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.72083333333333,19.35416666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.47083333333333,15.537499999999994]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.3125,19.179166666666674]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.12916666666666,19.545833333333334]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.6125,19.245833333333337]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.0125,19.254166666666663]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.74583333333334,19.39583333333333]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.34583333333333,19.254166666666663]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.77916666666667,19.15416666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.34583333333333,19.237499999999997]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.69583333333334,19.170833333333334]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.2375,18.97916666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.3125,19.15416666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.2875,19.22916666666667]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.5875,19.054166666666674]}"
13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-97.27083333333333,19.22916666666667]}"
