classification,.geo
25,"{""type"":""Point"",""coordinates"":[-90.37319065563548,38.57330808727071]}"
25,"{""type"":""Point"",""coordinates"":[-85.18531721301231,38.15613519780522]}"
25,"{""type"":""Point"",""coordinates"":[-77.52586179407405,40.67901040935002]}"
25,"{""type"":""Point"",""coordinates"":[-99.63057474851433,37.74093784484698]}"
25,"{""type"":""Point"",""coordinates"":[-96.20820024302358,44.733895566161344]}"
25,"{""type"":""Point"",""coordinates"":[-81.52090648921182,40.6615652363498]}"
25,"{""type"":""Point"",""coordinates"":[-87.82873580621948,39.88125492814719]}"
25,"{""type"":""Point"",""coordinates"":[-94.77403685189277,43.18269923319331]}"
25,"{""type"":""Point"",""coordinates"":[-99.89021728851522,42.742735139414926]}"
25,"{""type"":""Point"",""coordinates"":[-78.30086241785395,38.72446614846392]}"
25,"{""type"":""Point"",""coordinates"":[-94.47079858570636,40.10356960383699]}"
25,"{""type"":""Point"",""coordinates"":[-99.07342044798189,37.60597972865351]}"
25,"{""type"":""Point"",""coordinates"":[-91.77998316446705,40.10975312243504]}"
25,"{""type"":""Point"",""coordinates"":[-94.67036392646382,41.93888313324184]}"
25,"{""type"":""Point"",""coordinates"":[-82.34302882685529,38.46389839839641]}"
25,"{""type"":""Point"",""coordinates"":[-87.27689225357847,40.15743568063462]}"
25,"{""type"":""Point"",""coordinates"":[-101.40973075958027,40.90565755950655]}"
25,"{""type"":""Point"",""coordinates"":[-92.43846715294436,42.189334757825925]}"
25,"{""type"":""Point"",""coordinates"":[-94.60099617596266,43.65389498997206]}"
25,"{""type"":""Point"",""coordinates"":[-83.48907832130521,39.777357463506604]}"
25,"{""type"":""Point"",""coordinates"":[-93.53150361433906,42.13186421423423]}"
25,"{""type"":""Point"",""coordinates"":[-97.81786347022896,42.61983061656791]}"
25,"{""type"":""Point"",""coordinates"":[-82.65563081686868,38.090700540697284]}"
25,"{""type"":""Point"",""coordinates"":[-99.15493438371907,38.91483609594158]}"
25,"{""type"":""Point"",""coordinates"":[-96.88642149351665,45.89517872607083]}"
25,"{""type"":""Point"",""coordinates"":[-98.10344359719835,42.13376595950898]}"
25,"{""type"":""Point"",""coordinates"":[-88.60504076752213,43.92185525788666]}"
25,"{""type"":""Point"",""coordinates"":[-95.24197089314524,39.42118414510398]}"
25,"{""type"":""Point"",""coordinates"":[-84.70350520857214,42.148160313909905]}"
25,"{""type"":""Point"",""coordinates"":[-93.44990071697605,37.96090332818194]}"
25,"{""type"":""Point"",""coordinates"":[-94.53236573101472,37.824732313306924]}"
25,"{""type"":""Point"",""coordinates"":[-87.23324437622043,40.56978229481145]}"
25,"{""type"":""Point"",""coordinates"":[-95.83076955565363,41.308425043921915]}"
25,"{""type"":""Point"",""coordinates"":[-83.5681792913143,40.4466284567228]}"
25,"{""type"":""Point"",""coordinates"":[-94.22028347858803,41.03094056842006]}"
25,"{""type"":""Point"",""coordinates"":[-86.77184904957211,39.39183807336716]}"
25,"{""type"":""Point"",""coordinates"":[-94.34648675699731,44.23019271727945]}"
25,"{""type"":""Point"",""coordinates"":[-91.71171575601736,40.19043201330665]}"
25,"{""type"":""Point"",""coordinates"":[-74.24515259787232,41.26199935775976]}"
25,"{""type"":""Point"",""coordinates"":[-87.61004622399248,40.003990609328405]}"
25,"{""type"":""Point"",""coordinates"":[-92.21444507240555,38.780065482367505]}"
25,"{""type"":""Point"",""coordinates"":[-81.07906590224945,38.887253197198056]}"
25,"{""type"":""Point"",""coordinates"":[-76.25745974658145,40.53725519580676]}"
25,"{""type"":""Point"",""coordinates"":[-98.65917520052487,37.50046924227513]}"
25,"{""type"":""Point"",""coordinates"":[-77.72118287863631,39.536858566802564]}"
25,"{""type"":""Point"",""coordinates"":[-99.46827937808065,43.11652414185467]}"
25,"{""type"":""Point"",""coordinates"":[-82.451700143736,40.86792409248565]}"
25,"{""type"":""Point"",""coordinates"":[-84.91343287841417,41.492290184826615]}"
25,"{""type"":""Point"",""coordinates"":[-89.8601844465894,40.6032399453946]}"
25,"{""type"":""Point"",""coordinates"":[-101.47176044543676,42.0470558645497]}"
25,"{""type"":""Point"",""coordinates"":[-81.63503778177105,37.835517982025884]}"
25,"{""type"":""Point"",""coordinates"":[-71.48720851103282,41.98462544465059]}"
25,"{""type"":""Point"",""coordinates"":[-82.97896856631931,41.28612573254648]}"
25,"{""type"":""Point"",""coordinates"":[-92.03462432136692,40.74089284281437]}"
25,"{""type"":""Point"",""coordinates"":[-95.92362202496832,41.217981133470644]}"
25,"{""type"":""Point"",""coordinates"":[-86.64196490308153,38.97559156126876]}"
25,"{""type"":""Point"",""coordinates"":[-87.61837661156468,38.150251806549406]}"
25,"{""type"":""Point"",""coordinates"":[-76.51554926920656,41.95965512855721]}"
25,"{""type"":""Point"",""coordinates"":[-90.18465046134939,43.13475803444805]}"
25,"{""type"":""Point"",""coordinates"":[-77.60591806092019,39.83388390461496]}"
25,"{""type"":""Point"",""coordinates"":[-93.4180882813189,44.53246763457821]}"
25,"{""type"":""Point"",""coordinates"":[-92.88305183521274,45.37025957377088]}"
25,"{""type"":""Point"",""coordinates"":[-86.02464531357636,41.22981379877596]}"
25,"{""type"":""Point"",""coordinates"":[-90.23188523743966,40.28688208652581]}"
25,"{""type"":""Point"",""coordinates"":[-88.26435494603275,42.16640639375225]}"
25,"{""type"":""Point"",""coordinates"":[-91.45263822714205,40.40901691524042]}"
25,"{""type"":""Point"",""coordinates"":[-82.90598206631192,42.83615208130779]}"
25,"{""type"":""Point"",""coordinates"":[-76.36619103610576,40.907842412378464]}"
25,"{""type"":""Point"",""coordinates"":[-97.37432389862104,39.497534173849445]}"
25,"{""type"":""Point"",""coordinates"":[-84.58856264064993,38.47901501355229]}"
25,"{""type"":""Point"",""coordinates"":[-94.07197561331022,44.29988119974881]}"
25,"{""type"":""Point"",""coordinates"":[-85.05825279028039,40.59869026936208]}"
25,"{""type"":""Point"",""coordinates"":[-96.23534701561267,44.95661876758852]}"
25,"{""type"":""Point"",""coordinates"":[-91.95299298911127,42.33790103490111]}"
25,"{""type"":""Point"",""coordinates"":[-94.60533549249537,37.92942071696873]}"
25,"{""type"":""Point"",""coordinates"":[-98.97181667910355,39.05655217876444]}"
25,"{""type"":""Point"",""coordinates"":[-92.86226237501216,39.2583802605638]}"
25,"{""type"":""Point"",""coordinates"":[-91.02886355822953,42.54047250044147]}"
25,"{""type"":""Point"",""coordinates"":[-77.80644551066274,39.69830533293087]}"
25,"{""type"":""Point"",""coordinates"":[-93.57985804701521,37.13516517285233]}"
25,"{""type"":""Point"",""coordinates"":[-72.55438497087295,42.55057174502135]}"
25,"{""type"":""Point"",""coordinates"":[-100.12664512344493,45.30152552789007]}"
25,"{""type"":""Point"",""coordinates"":[-84.42283883779541,38.106540330613406]}"
25,"{""type"":""Point"",""coordinates"":[-95.78794878495984,40.6163021957107]}"
25,"{""type"":""Point"",""coordinates"":[-79.09177842165657,37.80306558947534]}"
25,"{""type"":""Point"",""coordinates"":[-99.06891135866088,41.62502985479044]}"
25,"{""type"":""Point"",""coordinates"":[-100.37889903186368,43.777497165533276]}"
25,"{""type"":""Point"",""coordinates"":[-97.6206118321045,39.96545814247385]}"
25,"{""type"":""Point"",""coordinates"":[-85.93886041513737,40.07750378771747]}"
25,"{""type"":""Point"",""coordinates"":[-79.07338195946723,39.232017876459636]}"
25,"{""type"":""Point"",""coordinates"":[-81.49710019976195,37.61823672700914]}"
25,"{""type"":""Point"",""coordinates"":[-74.35203091699744,40.661781866289395]}"
25,"{""type"":""Point"",""coordinates"":[-100.29372765796842,42.61928607126607]}"
25,"{""type"":""Point"",""coordinates"":[-77.2298111818062,41.22155440804554]}"
25,"{""type"":""Point"",""coordinates"":[-94.63164448885928,38.90744186527984]}"
25,"{""type"":""Point"",""coordinates"":[-82.84546360754146,42.77422312011311]}"
25,"{""type"":""Point"",""coordinates"":[-92.2745189967372,39.102800786556244]}"
25,"{""type"":""Point"",""coordinates"":[-93.37521625565479,41.35315008905895]}"
25,"{""type"":""Point"",""coordinates"":[-92.07342457851274,41.84630071227073]}"
25,"{""type"":""Point"",""coordinates"":[-94.95579040649359,41.38200379190775]}"
25,"{""type"":""Point"",""coordinates"":[-74.16904271594191,40.438028702731394]}"
25,"{""type"":""Point"",""coordinates"":[-89.49599085815007,38.603798573153135]}"
25,"{""type"":""Point"",""coordinates"":[-90.0066874573754,43.74004680580295]}"
25,"{""type"":""Point"",""coordinates"":[-99.43744357350626,42.772839362779045]}"
25,"{""type"":""Point"",""coordinates"":[-91.57805801423655,41.66951186168901]}"
25,"{""type"":""Point"",""coordinates"":[-72.51573838919823,42.18120950099982]}"
25,"{""type"":""Point"",""coordinates"":[-85.30620489229543,40.84406009325591]}"
25,"{""type"":""Point"",""coordinates"":[-83.45909137297198,42.737529804385666]}"
25,"{""type"":""Point"",""coordinates"":[-99.01138365973527,37.96526424157937]}"
25,"{""type"":""Point"",""coordinates"":[-99.33735845129854,39.96466316108846]}"
25,"{""type"":""Point"",""coordinates"":[-75.35113527887648,40.598777009023976]}"
25,"{""type"":""Point"",""coordinates"":[-91.5617685426626,42.04487892053389]}"
25,"{""type"":""Point"",""coordinates"":[-81.81528092638116,38.346011175715034]}"
25,"{""type"":""Point"",""coordinates"":[-98.65687232519855,45.59334195140938]}"
25,"{""type"":""Point"",""coordinates"":[-89.62893029054901,40.73570244336607]}"
25,"{""type"":""Point"",""coordinates"":[-92.27531631635537,40.70303006316055]}"
25,"{""type"":""Point"",""coordinates"":[-76.57725446762957,39.57055832706783]}"
25,"{""type"":""Point"",""coordinates"":[-95.2957109681333,37.18809876406222]}"
25,"{""type"":""Point"",""coordinates"":[-76.66877565247438,40.44725684824369]}"
25,"{""type"":""Point"",""coordinates"":[-95.14244627998748,44.30298581971367]}"
25,"{""type"":""Point"",""coordinates"":[-90.48680000290146,39.93924803228675]}"
25,"{""type"":""Point"",""coordinates"":[-95.27289559851931,40.69272541425036]}"
25,"{""type"":""Point"",""coordinates"":[-94.80201171288519,43.97637420389202]}"
25,"{""type"":""Point"",""coordinates"":[-96.19635954243664,41.18299960340653]}"
25,"{""type"":""Point"",""coordinates"":[-97.32336932635972,42.077662058816024]}"
25,"{""type"":""Point"",""coordinates"":[-90.2959016702482,39.275070718575165]}"
25,"{""type"":""Point"",""coordinates"":[-86.71138119314726,38.05117144223254]}"
25,"{""type"":""Point"",""coordinates"":[-98.62143966280686,40.08369667555583]}"
25,"{""type"":""Point"",""coordinates"":[-95.75990461353072,43.64506037390798]}"
25,"{""type"":""Point"",""coordinates"":[-76.66745792714597,39.93103181669472]}"
25,"{""type"":""Point"",""coordinates"":[-81.3917328493895,40.678328676560625]}"
25,"{""type"":""Point"",""coordinates"":[-83.64131628567807,41.76144116488346]}"
25,"{""type"":""Point"",""coordinates"":[-80.07738950406447,42.291754940153304]}"
25,"{""type"":""Point"",""coordinates"":[-93.42407560907235,38.93118532911007]}"
25,"{""type"":""Point"",""coordinates"":[-95.31464650594542,40.68128249588338]}"
25,"{""type"":""Point"",""coordinates"":[-95.40604421326573,37.541797913184006]}"
25,"{""type"":""Point"",""coordinates"":[-84.3295400174365,39.70872551786284]}"
25,"{""type"":""Point"",""coordinates"":[-83.46439965193063,39.201844157100474]}"
25,"{""type"":""Point"",""coordinates"":[-83.60374839439534,41.76061984596339]}"
25,"{""type"":""Point"",""coordinates"":[-82.84450037513717,40.7173371183329]}"
25,"{""type"":""Point"",""coordinates"":[-88.53123262758388,38.07221829046344]}"
25,"{""type"":""Point"",""coordinates"":[-88.57498329410541,37.72335438708395]}"
25,"{""type"":""Point"",""coordinates"":[-94.69756464188318,39.590124433317555]}"
25,"{""type"":""Point"",""coordinates"":[-96.19613535179148,40.54272537561652]}"
25,"{""type"":""Point"",""coordinates"":[-80.23341225669954,38.92812349833376]}"
25,"{""type"":""Point"",""coordinates"":[-83.74915659842448,40.1394026933467]}"
25,"{""type"":""Point"",""coordinates"":[-99.1542299252528,41.456616635217614]}"
25,"{""type"":""Point"",""coordinates"":[-91.4135699251281,42.67930020372215]}"
25,"{""type"":""Point"",""coordinates"":[-99.81328265552798,43.52164131475925]}"
25,"{""type"":""Point"",""coordinates"":[-88.27588942008481,40.57388091088475]}"
25,"{""type"":""Point"",""coordinates"":[-94.26064675190224,45.335388759896276]}"
25,"{""type"":""Point"",""coordinates"":[-97.63574370688332,42.333263306478294]}"
25,"{""type"":""Point"",""coordinates"":[-95.07689335973605,43.20234683808993]}"
25,"{""type"":""Point"",""coordinates"":[-101.9548716145272,41.82046900784798]}"
25,"{""type"":""Point"",""coordinates"":[-100.43685460357007,43.61188940833126]}"
25,"{""type"":""Point"",""coordinates"":[-87.25848394408396,39.1373601887975]}"
25,"{""type"":""Point"",""coordinates"":[-99.95634679213362,43.326680935633554]}"
25,"{""type"":""Point"",""coordinates"":[-88.68439555521364,39.01152780747931]}"
25,"{""type"":""Point"",""coordinates"":[-93.41738039869381,43.62637193617205]}"
25,"{""type"":""Point"",""coordinates"":[-98.98084154836414,39.453152219100645]}"
25,"{""type"":""Point"",""coordinates"":[-90.92630784673078,38.40136507040769]}"
25,"{""type"":""Point"",""coordinates"":[-79.03927311935263,39.027763405231774]}"
25,"{""type"":""Point"",""coordinates"":[-96.87083183041192,38.8222943340673]}"
25,"{""type"":""Point"",""coordinates"":[-94.24742468311455,42.59124898737023]}"
25,"{""type"":""Point"",""coordinates"":[-94.74619946798457,39.608870598155036]}"
25,"{""type"":""Point"",""coordinates"":[-88.20026032765577,39.9046005624513]}"
25,"{""type"":""Point"",""coordinates"":[-100.7377214712733,40.27294225144056]}"
25,"{""type"":""Point"",""coordinates"":[-101.74728846274226,42.502427509861434]}"
25,"{""type"":""Point"",""coordinates"":[-95.77561891893944,41.34470488098055]}"
25,"{""type"":""Point"",""coordinates"":[-91.7948996369892,44.36903491799031]}"
25,"{""type"":""Point"",""coordinates"":[-73.9574654325384,42.825397596098476]}"
25,"{""type"":""Point"",""coordinates"":[-71.57316706811523,42.79202668224591]}"
25,"{""type"":""Point"",""coordinates"":[-88.6474924566286,42.154808676986654]}"
25,"{""type"":""Point"",""coordinates"":[-93.60916566340617,41.10333752187207]}"
25,"{""type"":""Point"",""coordinates"":[-95.63135434770966,37.97084903299273]}"
25,"{""type"":""Point"",""coordinates"":[-93.58841856764185,41.032602866407395]}"
