classification,.geo
9,"{""type"":""Point"",""coordinates"":[-123.64301963727229,44.94568967910947]}"
9,"{""type"":""Point"",""coordinates"":[-122.09492520237895,47.62173783673886]}"
9,"{""type"":""Point"",""coordinates"":[-73.92794718294027,4.911803081790745]}"
9,"{""type"":""Point"",""coordinates"":[-121.36827889193124,36.775807465979234]}"
9,"{""type"":""Point"",""coordinates"":[-123.17788714093504,45.33685569201716]}"
9,"{""type"":""Point"",""coordinates"":[-108.0536048831836,28.137150058471537]}"
9,"{""type"":""Point"",""coordinates"":[-122.18868968234906,44.688656253312125]}"
9,"{""type"":""Point"",""coordinates"":[-123.30960119905576,46.39485362771527]}"
9,"{""type"":""Point"",""coordinates"":[-122.06029421670532,45.57870807813663]}"
9,"{""type"":""Point"",""coordinates"":[-118.6203101927091,36.19664757785181]}"
9,"{""type"":""Point"",""coordinates"":[-122.30656098423634,45.68388271457531]}"
9,"{""type"":""Point"",""coordinates"":[-124.04008105843239,42.72738835636461]}"
9,"{""type"":""Point"",""coordinates"":[-121.97993695854444,46.54172013103569]}"
9,"{""type"":""Point"",""coordinates"":[-122.91135226569716,41.33625650319584]}"
9,"{""type"":""Point"",""coordinates"":[-109.97495513935985,34.082767135289856]}"
9,"{""type"":""Point"",""coordinates"":[-120.0946306445479,38.27051522708643]}"
9,"{""type"":""Point"",""coordinates"":[-73.03501152083376,5.6384819113347]}"
9,"{""type"":""Point"",""coordinates"":[-109.14853486339075,33.68110793029427]}"
9,"{""type"":""Point"",""coordinates"":[-124.57062623351683,49.748186141363796]}"
9,"{""type"":""Point"",""coordinates"":[-123.8290743106372,43.76416676337851]}"
9,"{""type"":""Point"",""coordinates"":[-123.76885426099216,39.93914932902289]}"
9,"{""type"":""Point"",""coordinates"":[-118.72044322095883,36.54173648399862]}"
9,"{""type"":""Point"",""coordinates"":[-122.44543750087624,47.225990964033]}"
9,"{""type"":""Point"",""coordinates"":[-124.1291661097549,42.84076807061354]}"
9,"{""type"":""Point"",""coordinates"":[-124.10846160163432,41.131247855101]}"
9,"{""type"":""Point"",""coordinates"":[-122.57393434668546,44.81127214854283]}"
