classification,.geo
23,"{""type"":""Point"",""coordinates"":[-100.16133299893566,61.38564485805447]}"
23,"{""type"":""Point"",""coordinates"":[-141.66883913871172,62.79936786591037]}"
23,"{""type"":""Point"",""coordinates"":[-142.72646537913408,64.36496054706242]}"
23,"{""type"":""Point"",""coordinates"":[-99.15604307458302,66.28233366737726]}"
23,"{""type"":""Point"",""coordinates"":[-102.53035220925148,66.4380190802638]}"
23,"{""type"":""Point"",""coordinates"":[-99.23468730371496,65.79919876046633]}"
23,"{""type"":""Point"",""coordinates"":[-141.58056728381754,63.38002508343638]}"
23,"{""type"":""Point"",""coordinates"":[-139.1270640306177,61.86752288441999]}"
23,"{""type"":""Point"",""coordinates"":[-141.88277028221216,63.638360764117984]}"
23,"{""type"":""Point"",""coordinates"":[-99.91081117791084,61.36111113971252]}"
23,"{""type"":""Point"",""coordinates"":[-98.94176028054333,61.2980277875612]}"
23,"{""type"":""Point"",""coordinates"":[-109.24404061004111,70.13914346431633]}"
23,"{""type"":""Point"",""coordinates"":[-101.66841271661855,66.93525200944268]}"
23,"{""type"":""Point"",""coordinates"":[-109.84468681362296,70.07883240900038]}"
23,"{""type"":""Point"",""coordinates"":[-99.4919868467113,61.47602289122451]}"
23,"{""type"":""Point"",""coordinates"":[-141.25542844567659,62.94333663517228]}"
23,"{""type"":""Point"",""coordinates"":[-98.2359285900876,65.75885228220776]}"
23,"{""type"":""Point"",""coordinates"":[-142.46701147180613,64.01047263732731]}"
23,"{""type"":""Point"",""coordinates"":[-100.00217594561109,61.38783073161736]}"
23,"{""type"":""Point"",""coordinates"":[-103.98755788082818,66.88044279097159]}"
23,"{""type"":""Point"",""coordinates"":[-109.401957549265,69.90674782858886]}"
23,"{""type"":""Point"",""coordinates"":[-99.07139905624315,65.68886417024405]}"
23,"{""type"":""Point"",""coordinates"":[-102.34339075075145,67.03316019040535]}"
23,"{""type"":""Point"",""coordinates"":[-141.37439655217554,63.655706916983945]}"
23,"{""type"":""Point"",""coordinates"":[-101.56038235022189,67.14859540237624]}"
23,"{""type"":""Point"",""coordinates"":[-100.83330628571733,61.09136744412601]}"
23,"{""type"":""Point"",""coordinates"":[-141.38416369915294,63.461065994851815]}"
23,"{""type"":""Point"",""coordinates"":[-100.79171185137062,64.26103692586054]}"
23,"{""type"":""Point"",""coordinates"":[-143.17045707186935,63.122437422493086]}"
23,"{""type"":""Point"",""coordinates"":[-102.02264701523418,66.6019746056316]}"
23,"{""type"":""Point"",""coordinates"":[-98.45287403848687,65.72987259498736]}"
23,"{""type"":""Point"",""coordinates"":[-139.20454361176857,62.09984773769065]}"
23,"{""type"":""Point"",""coordinates"":[-141.58319916613996,63.92647081584085]}"
23,"{""type"":""Point"",""coordinates"":[-103.65304313476283,66.79411995226546]}"
23,"{""type"":""Point"",""coordinates"":[-141.30466892757556,62.9847549226635]}"
23,"{""type"":""Point"",""coordinates"":[-108.49864606493944,70.05936088320847]}"
23,"{""type"":""Point"",""coordinates"":[-99.20450040241818,65.22554042523389]}"
23,"{""type"":""Point"",""coordinates"":[-99.70312984542372,66.16868612300024]}"
23,"{""type"":""Point"",""coordinates"":[-99.8152837148012,61.28810037928173]}"
23,"{""type"":""Point"",""coordinates"":[-145.63990531596548,63.93292084151585]}"
23,"{""type"":""Point"",""coordinates"":[-141.46610032644733,63.73370514870752]}"
23,"{""type"":""Point"",""coordinates"":[-109.61134937415804,69.7136952062713]}"
23,"{""type"":""Point"",""coordinates"":[-142.6916107740929,63.55012929462914]}"
23,"{""type"":""Point"",""coordinates"":[-99.86466725976324,65.68222967961313]}"
