classification,.geo
30,"{""type"":""Point"",""coordinates"":[-81.09774285608657,77.80292744132073]}"
30,"{""type"":""Point"",""coordinates"":[-63.90670103835505,77.75949525130198]}"
30,"{""type"":""Point"",""coordinates"":[-78.29902462076728,80.18200751674603]}"
30,"{""type"":""Point"",""coordinates"":[-60.820993707677566,79.05135940683301]}"
30,"{""type"":""Point"",""coordinates"":[-64.29613105908038,77.60772040934461]}"
30,"{""type"":""Point"",""coordinates"":[-64.40031818466304,77.27665251560833]}"
30,"{""type"":""Point"",""coordinates"":[-75.37082211289075,80.28642617438457]}"
30,"{""type"":""Point"",""coordinates"":[-61.10083170050112,78.71539558758906]}"
30,"{""type"":""Point"",""coordinates"":[-61.85507956051806,77.95152332543724]}"
30,"{""type"":""Point"",""coordinates"":[-89.22572310239536,79.45230924088598]}"
30,"{""type"":""Point"",""coordinates"":[-80.98923913548995,81.78778259991368]}"
30,"{""type"":""Point"",""coordinates"":[-80.78563278627584,78.1552005984505]}"
30,"{""type"":""Point"",""coordinates"":[-62.785862242933526,78.02080539422951]}"
30,"{""type"":""Point"",""coordinates"":[-91.35676286244332,78.76737388225524]}"
30,"{""type"":""Point"",""coordinates"":[-69.10818751005031,77.58143054171713]}"
30,"{""type"":""Point"",""coordinates"":[-61.91461307304245,78.50049090881603]}"
30,"{""type"":""Point"",""coordinates"":[-79.24337333415646,78.18928182752259]}"
30,"{""type"":""Point"",""coordinates"":[-69.40114503461075,80.87899947059016]}"
30,"{""type"":""Point"",""coordinates"":[-60.278472106709074,79.55210307941557]}"
30,"{""type"":""Point"",""coordinates"":[-74.81446519296188,82.38080737601672]}"
30,"{""type"":""Point"",""coordinates"":[-62.338688086609025,76.79416915068283]}"
30,"{""type"":""Point"",""coordinates"":[-77.0865413956189,80.35930391294364]}"
30,"{""type"":""Point"",""coordinates"":[-77.58530720509313,80.28360599734363]}"
30,"{""type"":""Point"",""coordinates"":[-81.08428877075939,77.82405335937844]}"
30,"{""type"":""Point"",""coordinates"":[-79.82327942731872,78.24451088455234]}"
30,"{""type"":""Point"",""coordinates"":[-75.00457882362502,81.66446552535928]}"
30,"{""type"":""Point"",""coordinates"":[-63.47026934930109,77.92660134352523]}"
30,"{""type"":""Point"",""coordinates"":[-80.16795914870306,81.70010380182381]}"
30,"{""type"":""Point"",""coordinates"":[-65.24130187650405,78.31224523762971]}"
30,"{""type"":""Point"",""coordinates"":[-80.73755706713574,81.83795552981935]}"
30,"{""type"":""Point"",""coordinates"":[-92.85264588610775,80.18202868268187]}"
30,"{""type"":""Point"",""coordinates"":[-141.7346714594498,61.43203766535036]}"
30,"{""type"":""Point"",""coordinates"":[-63.17139512719436,76.7183845797054]}"
30,"{""type"":""Point"",""coordinates"":[-74.21842579804556,82.50132654099954]}"
30,"{""type"":""Point"",""coordinates"":[-73.96172719022631,81.97949025417863]}"
30,"{""type"":""Point"",""coordinates"":[-80.67904478449782,78.3890048168471]}"
30,"{""type"":""Point"",""coordinates"":[-69.66747226708353,78.13678499222084]}"
30,"{""type"":""Point"",""coordinates"":[-67.7973245010682,82.53006631778416]}"
30,"{""type"":""Point"",""coordinates"":[-77.94428378249586,80.03251439000297]}"
30,"{""type"":""Point"",""coordinates"":[-80.4870932026002,80.12724074101747]}"
30,"{""type"":""Point"",""coordinates"":[-82.40844583536997,75.11116938476648]}"
30,"{""type"":""Point"",""coordinates"":[-79.86568076355584,78.39690691465306]}"
30,"{""type"":""Point"",""coordinates"":[-92.63368811768102,79.93231505047159]}"
30,"{""type"":""Point"",""coordinates"":[-73.61875154875355,82.70443075907144]}"
30,"{""type"":""Point"",""coordinates"":[-60.70810869623064,78.48567554975817]}"
30,"{""type"":""Point"",""coordinates"":[-75.9808409890687,80.42907160128226]}"
30,"{""type"":""Point"",""coordinates"":[-68.91028386579197,82.33444003951792]}"
30,"{""type"":""Point"",""coordinates"":[-143.42036718332832,61.73535990366536]}"
30,"{""type"":""Point"",""coordinates"":[-60.60810060459246,78.92984503145097]}"
30,"{""type"":""Point"",""coordinates"":[-62.638628717072315,76.8145060565711]}"
30,"{""type"":""Point"",""coordinates"":[-69.77317986082686,80.6208546686612]}"
30,"{""type"":""Point"",""coordinates"":[-61.428836310528865,76.74832020250551]}"
30,"{""type"":""Point"",""coordinates"":[-91.98180590097627,80.32992463423867]}"
30,"{""type"":""Point"",""coordinates"":[-64.41824760722496,77.6228509573964]}"
30,"{""type"":""Point"",""coordinates"":[-62.45666228043526,77.59150738432949]}"
30,"{""type"":""Point"",""coordinates"":[-60.77641270879731,78.68405990329909]}"
30,"{""type"":""Point"",""coordinates"":[-61.66024989691238,77.03936912301009]}"
30,"{""type"":""Point"",""coordinates"":[-77.59409701258039,81.62067316587665]}"
30,"{""type"":""Point"",""coordinates"":[-79.79239971611808,78.34891419619699]}"
30,"{""type"":""Point"",""coordinates"":[-61.144542086095726,78.26400745651243]}"
30,"{""type"":""Point"",""coordinates"":[-61.916150938055864,77.07523931925634]}"
30,"{""type"":""Point"",""coordinates"":[-82.60640509909985,81.34323964023733]}"
30,"{""type"":""Point"",""coordinates"":[-77.04226401860107,80.15704759524415]}"
30,"{""type"":""Point"",""coordinates"":[-70.92013575560577,82.29941020060393]}"
30,"{""type"":""Point"",""coordinates"":[-67.86170350256657,76.89192022621513]}"
30,"{""type"":""Point"",""coordinates"":[-62.56899656107347,76.74188344320481]}"
30,"{""type"":""Point"",""coordinates"":[-79.07657692554244,78.8030446765894]}"
30,"{""type"":""Point"",""coordinates"":[-70.72118735067575,78.1586605364424]}"
30,"{""type"":""Point"",""coordinates"":[-78.30048262686003,80.02655612960602]}"
30,"{""type"":""Point"",""coordinates"":[-77.40246460753322,81.68475877429613]}"
30,"{""type"":""Point"",""coordinates"":[-70.32945366742877,80.6859970105475]}"
30,"{""type"":""Point"",""coordinates"":[-65.0117392840649,76.690448545786]}"
30,"{""type"":""Point"",""coordinates"":[-84.0809544579607,81.50833518480492]}"
30,"{""type"":""Point"",""coordinates"":[-65.28346601337462,67.23996251270046]}"
30,"{""type"":""Point"",""coordinates"":[-66.73011221795319,82.51267459692012]}"
30,"{""type"":""Point"",""coordinates"":[-60.15749208642994,77.17656633998547]}"
30,"{""type"":""Point"",""coordinates"":[-79.61968748798903,79.93862679597652]}"
30,"{""type"":""Point"",""coordinates"":[-76.92239292868935,80.09483687821061]}"
30,"{""type"":""Point"",""coordinates"":[-67.99698009115502,81.18060900556411]}"
30,"{""type"":""Point"",""coordinates"":[-92.73542994582937,80.13312046181119]}"
30,"{""type"":""Point"",""coordinates"":[-81.9970385690347,81.55794713357186]}"
30,"{""type"":""Point"",""coordinates"":[-63.35203499319302,77.23972016918471]}"
30,"{""type"":""Point"",""coordinates"":[-66.12560014162906,67.27765768208867]}"
30,"{""type"":""Point"",""coordinates"":[-60.66932111640037,79.3526275274161]}"
30,"{""type"":""Point"",""coordinates"":[-87.43789320917445,81.87472430244189]}"
30,"{""type"":""Point"",""coordinates"":[-76.84419080240824,80.53725945947673]}"
30,"{""type"":""Point"",""coordinates"":[-66.45242615580689,78.42830205504944]}"
30,"{""type"":""Point"",""coordinates"":[-80.75050273732602,81.80869042759826]}"
30,"{""type"":""Point"",""coordinates"":[-65.88792778097556,67.30543265746586]}"
30,"{""type"":""Point"",""coordinates"":[-80.4674276544045,77.68245625598402]}"
30,"{""type"":""Point"",""coordinates"":[-82.66520941664183,81.50018403622839]}"
30,"{""type"":""Point"",""coordinates"":[-69.09725934847032,82.16638012140679]}"
30,"{""type"":""Point"",""coordinates"":[-61.6754341854682,78.21042811191131]}"
30,"{""type"":""Point"",""coordinates"":[-69.74832531148546,78.0677343674708]}"
30,"{""type"":""Point"",""coordinates"":[-67.00229463949393,77.90722558286241]}"
30,"{""type"":""Point"",""coordinates"":[-83.69495352710592,81.45418565076864]}"
30,"{""type"":""Point"",""coordinates"":[-80.66580377522017,78.13342827915356]}"
30,"{""type"":""Point"",""coordinates"":[-82.77549655913812,75.27916326772808]}"
30,"{""type"":""Point"",""coordinates"":[-63.07307960750898,77.258079030377]}"
30,"{""type"":""Point"",""coordinates"":[-77.81493842102428,73.13679027818262]}"
30,"{""type"":""Point"",""coordinates"":[-63.75564807476414,78.74583336225007]}"
30,"{""type"":""Point"",""coordinates"":[-72.56027538173839,80.50588660868503]}"
30,"{""type"":""Point"",""coordinates"":[-74.37692386905944,80.05812446649529]}"
30,"{""type"":""Point"",""coordinates"":[-95.0164849374098,79.79062416960225]}"
30,"{""type"":""Point"",""coordinates"":[-63.77803843789427,77.57068666364864]}"
30,"{""type"":""Point"",""coordinates"":[-73.40946173241298,80.23972997939184]}"
30,"{""type"":""Point"",""coordinates"":[-61.36213109153207,77.47846734962243]}"
30,"{""type"":""Point"",""coordinates"":[-71.45011045815428,80.7875407830475]}"
30,"{""type"":""Point"",""coordinates"":[-66.50481589168902,76.75772521025762]}"
30,"{""type"":""Point"",""coordinates"":[-83.56034215603593,81.20253972262577]}"
30,"{""type"":""Point"",""coordinates"":[-79.32671859518851,80.12203476684024]}"
30,"{""type"":""Point"",""coordinates"":[-65.40672147392053,76.6759803589492]}"
30,"{""type"":""Point"",""coordinates"":[-65.40665308262203,78.03929878417196]}"
30,"{""type"":""Point"",""coordinates"":[-67.42555381911943,76.94152715546718]}"
30,"{""type"":""Point"",""coordinates"":[-83.33766690978497,75.38321509886289]}"
30,"{""type"":""Point"",""coordinates"":[-66.02466460568158,78.26201181893609]}"
30,"{""type"":""Point"",""coordinates"":[-61.214628934974584,76.771040502735]}"
